image,panel_id,x,y,z
DJI_20220410133703_0307_T_JPG.rf.d9e3e25b4a04a68387ec47d0ae81bb19.jpg,5,-0.0087,0.0274,0.2431
DJI_20220410133703_0307_T_JPG.rf.d9e3e25b4a04a68387ec47d0ae81bb19.jpg,6,-0.0991,0.061,0.2157
DJI_20220410133703_0307_T_JPG.rf.d9e3e25b4a04a68387ec47d0ae81bb19.jpg,7,-0.0138,0.1175,0.4
DJI_20220410133703_0307_T_JPG.rf.d9e3e25b4a04a68387ec47d0ae81bb19.jpg,8,-0.2097,-0.1808,0.4627
DJI_20220410133703_0307_T_JPG.rf.d9e3e25b4a04a68387ec47d0ae81bb19.jpg,9,-0.0569,-0.0329,0.1255
DJI_20220410133703_0307_T_JPG.rf.d9e3e25b4a04a68387ec47d0ae81bb19.jpg,10,-0.014,-0.1338,0.5255
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,1,-0.0734,-0.0271,0.1608
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,2,-0.0072,-0.035,0.2196
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,3,-0.0594,0.0018,0.1294
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,4,-0.0104,0.0069,0.3176
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,5,-0.0708,-0.0539,0.1569
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,6,-0.0831,0.0355,0.1804
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,7,-0.0135,-0.1729,0.5098
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,8,-0.0102,0.0525,0.251
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,9,-0.0925,0.0722,0.2
DJI_20220410133706_0308_T_JPG.rf.49353559acdd67675430628401282344.jpg,10,-0.0225,0.1933,0.5333
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,1,-0.1002,-0.0844,0.2196
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,2,-0.0082,-0.0905,0.2392
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,3,-0.0522,-0.0087,0.1137
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,4,-0.0086,-0.0146,0.2118
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,5,-0.1265,0.0287,0.2745
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,6,-0.0088,0.0234,0.2
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,7,-0.1063,0.0676,0.2314
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,8,-0.0178,0.1224,0.4078
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,9,-0.0646,-0.0371,0.1412
DJI_20220410133709_0309_T_JPG.rf.1961a4bb159d08257d052e06d2a20e75.jpg,10,-0.0203,-0.1412,0.5647
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,1,-0.1085,-0.0397,0.2353
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,2,-0.0153,-0.0553,0.3373
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,3,-0.1001,0.003,0.2157
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,4,-0.0197,0.0092,0.4196
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,5,-0.1012,-0.0751,0.2196
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,6,-0.1147,0.0483,0.2471
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,7,-0.0206,0.0856,0.4118
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,8,-0.0193,-0.1734,0.5137
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,9,-0.1539,0.1174,0.3294
DJI_20220410133712_0310_T_JPG.rf.e30ef48cb0f05f36f2b8968e266a8d81.jpg,10,-0.0298,0.1894,0.5294
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,1,-0.0021,-0.0178,0.0471
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,2,-0.1905,-0.0312,0.4078
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,3,-0.0264,-0.0417,0.5451
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,4,-0.114,0.0258,0.2431
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,5,-0.0247,0.0474,0.4392
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,6,-0.1254,0.0771,0.2667
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,7,-0.0247,0.1282,0.4275
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,8,-0.0637,-0.0534,0.1373
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,9,-0.0801,-0.0456,0.1725
DJI_20220410133715_0311_T_JPG.rf.26a211c9ddb8e59aa2a5fb1a94b5ff0a.jpg,10,-0.014,-0.0799,0.3098
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,1,-0.0609,-0.0224,0.1294
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,2,-0.0081,-0.0262,0.1569
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,3,-0.1591,0.0026,0.3373
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,4,-0.0073,0.003,0.1373
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,5,-0.1771,-0.1325,0.3804
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,6,-0.0594,0.0251,0.1255
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,7,-0.0224,-0.1569,0.4627
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,8,-0.0179,0.0649,0.3098
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,9,-0.1514,0.1142,0.3176
DJI_20220410133718_0312_T_JPG.rf.4aa859c22660b7dfd8859a5d908bd702.jpg,10,-0.0308,0.185,0.5059
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,1,-0.0682,-0.0116,0.1451
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,2,-0.0059,-0.0075,0.102
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,3,-0.0965,0.022,0.2039
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,4,-0.0121,0.0239,0.2039
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,5,-0.1099,0.0672,0.2314
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,6,-0.0296,0.1381,0.4627
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,7,-0.0236,-0.0198,0.051
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,8,-0.0623,-0.0358,0.1333
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,9,-0.0046,-0.0226,0.0863
DJI_20220410133721_0313_T_JPG.rf.10438c1b7a40459c8e64173fd44bde5a.jpg,10,-0.0129,-0.0969,0.251
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,1,-0.0675,-0.0256,0.1412
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,2,-0.0115,-0.0323,0.1843
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,3,-0.0638,0.0006,0.1333
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,4,-0.0208,0.0034,0.3098
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,5,-0.1397,-0.1034,0.2941
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,6,-0.0265,-0.1496,0.4353
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,7,-0.0736,0.0296,0.1529
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,8,-0.0273,0.0767,0.3804
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,9,-0.0847,0.0629,0.1765
DJI_20220410133724_0314_T_JPG.rf.46d7bb3446a81d3e48e32f15ec5310fd.jpg,10,-0.0328,0.1607,0.4471
DJI_20220410133727_0315_T_JPG.rf.0d2ba38e41875b1373b38dea02cb9eef.jpg,1,-0.0486,-0.0089,0.102
DJI_20220410133727_0315_T_JPG.rf.0d2ba38e41875b1373b38dea02cb9eef.jpg,2,-0.0262,-0.0309,0.3725
DJI_20220410133727_0315_T_JPG.rf.0d2ba38e41875b1373b38dea02cb9eef.jpg,3,-0.0658,0.0139,0.1373
DJI_20220410133727_0315_T_JPG.rf.0d2ba38e41875b1373b38dea02cb9eef.jpg,4,-0.0285,0.0398,0.3804
DJI_20220410133727_0315_T_JPG.rf.0d2ba38e41875b1373b38dea02cb9eef.jpg,5,-0.0453,0.0269,0.0941
DJI_20220410133727_0315_T_JPG.rf.0d2ba38e41875b1373b38dea02cb9eef.jpg,6,-0.0291,0.1083,0.3725
DJI_20220410133727_0315_T_JPG.rf.0d2ba38e41875b1373b38dea02cb9eef.jpg,7,-0.0167,-0.1033,0.2667
DJI_20220410133727_0315_T_JPG.rf.0d2ba38e41875b1373b38dea02cb9eef.jpg,8,-0.0888,-0.0515,0.1882
DJI_20220410133727_0315_T_JPG.rf.0d2ba38e41875b1373b38dea02cb9eef.jpg,9,-0.0045,-0.0191,0.0706
DJI_20220410133730_0316_T_JPG.rf.df4196a1429cbe16f5cdc7059ce11209.jpg,1,-0.1041,-0.0388,0.2157
DJI_20220410133730_0316_T_JPG.rf.df4196a1429cbe16f5cdc7059ce11209.jpg,2,-0.0175,-0.0414,0.2431
DJI_20220410133730_0316_T_JPG.rf.df4196a1429cbe16f5cdc7059ce11209.jpg,3,-0.0646,0.0013,0.1333
DJI_20220410133730_0316_T_JPG.rf.df4196a1429cbe16f5cdc7059ce11209.jpg,4,-0.0302,0.0064,0.4118
DJI_20220410133730_0316_T_JPG.rf.df4196a1429cbe16f5cdc7059ce11209.jpg,5,-0.1354,-0.0988,0.2824
DJI_20220410133730_0316_T_JPG.rf.df4196a1429cbe16f5cdc7059ce11209.jpg,6,-0.0329,-0.1652,0.4784
DJI_20220410133730_0316_T_JPG.rf.df4196a1429cbe16f5cdc7059ce11209.jpg,7,-0.0934,0.0381,0.1922
DJI_20220410133730_0316_T_JPG.rf.df4196a1429cbe16f5cdc7059ce11209.jpg,8,-0.0319,0.0841,0.4078
DJI_20220410133730_0316_T_JPG.rf.df4196a1429cbe16f5cdc7059ce11209.jpg,9,-0.0338,0.1485,0.4078
DJI_20220410133733_0317_T_JPG.rf.6f66d2d656f7d478688a4a073c01715e.jpg,1,-0.0155,-0.0886,0.2314
DJI_20220410133733_0317_T_JPG.rf.6f66d2d656f7d478688a4a073c01715e.jpg,2,-0.0814,-0.014,0.1686
DJI_20220410133733_0317_T_JPG.rf.6f66d2d656f7d478688a4a073c01715e.jpg,3,-0.0102,-0.0104,0.1333
DJI_20220410133733_0317_T_JPG.rf.6f66d2d656f7d478688a4a073c01715e.jpg,4,-0.0738,0.0155,0.1529
DJI_20220410133733_0317_T_JPG.rf.6f66d2d656f7d478688a4a073c01715e.jpg,5,-0.0228,0.0313,0.2863
DJI_20220410133733_0317_T_JPG.rf.6f66d2d656f7d478688a4a073c01715e.jpg,6,-0.1086,0.065,0.2235
DJI_20220410133733_0317_T_JPG.rf.6f66d2d656f7d478688a4a073c01715e.jpg,7,-0.0328,0.1199,0.4039
DJI_20220410133733_0317_T_JPG.rf.6f66d2d656f7d478688a4a073c01715e.jpg,8,-0.09,-0.0509,0.1882
DJI_20220410133733_0317_T_JPG.rf.6f66d2d656f7d478688a4a073c01715e.jpg,9,-0.0351,-0.1271,0.4784
DJI_20220410133736_0318_T_JPG.rf.69cd61925bb5c58880e822be105ab323.jpg,1,-0.0726,-0.027,0.149
DJI_20220410133736_0318_T_JPG.rf.69cd61925bb5c58880e822be105ab323.jpg,2,-0.0201,-0.0436,0.2471
DJI_20220410133736_0318_T_JPG.rf.69cd61925bb5c58880e822be105ab323.jpg,3,-0.0172,0.0001,0.0353
DJI_20220410133736_0318_T_JPG.rf.69cd61925bb5c58880e822be105ab323.jpg,4,-0.0218,0.0033,0.2627
DJI_20220410133736_0318_T_JPG.rf.69cd61925bb5c58880e822be105ab323.jpg,5,-0.079,-0.0571,0.1647
DJI_20220410133736_0318_T_JPG.rf.69cd61925bb5c58880e822be105ab323.jpg,6,-0.034,-0.1503,0.4353
DJI_20220410133736_0318_T_JPG.rf.69cd61925bb5c58880e822be105ab323.jpg,7,-0.0326,0.0751,0.3725
DJI_20220410133736_0318_T_JPG.rf.69cd61925bb5c58880e822be105ab323.jpg,8,-0.0478,0.1796,0.502
DJI_20220410133739_0319_T_JPG.rf.64541ad2be63bafcd25d04d55d206ca2.jpg,1,-0.0654,-0.0115,0.1333
DJI_20220410133739_0319_T_JPG.rf.64541ad2be63bafcd25d04d55d206ca2.jpg,2,-0.0331,-0.0338,0.4078
DJI_20220410133739_0319_T_JPG.rf.64541ad2be63bafcd25d04d55d206ca2.jpg,3,-0.0212,0.027,0.2471
DJI_20220410133739_0319_T_JPG.rf.64541ad2be63bafcd25d04d55d206ca2.jpg,4,-0.0419,0.1359,0.4627
DJI_20220410133739_0319_T_JPG.rf.64541ad2be63bafcd25d04d55d206ca2.jpg,5,-0.0956,-0.0539,0.1961
DJI_20220410133739_0319_T_JPG.rf.64541ad2be63bafcd25d04d55d206ca2.jpg,6,-0.038,-0.1337,0.4863
DJI_20220410133742_0320_T_JPG.rf.6e3c62ab7a470ae121b5d59270f4af8d.jpg,1,-0.0534,-0.0185,0.1098
DJI_20220410133742_0320_T_JPG.rf.6e3c62ab7a470ae121b5d59270f4af8d.jpg,2,-0.0135,-0.0257,0.1569
DJI_20220410133742_0320_T_JPG.rf.6e3c62ab7a470ae121b5d59270f4af8d.jpg,3,-0.0398,0.0103,0.4392
DJI_20220410133742_0320_T_JPG.rf.6e3c62ab7a470ae121b5d59270f4af8d.jpg,4,-0.114,-0.0801,0.2353
DJI_20220410133742_0320_T_JPG.rf.6e3c62ab7a470ae121b5d59270f4af8d.jpg,5,-0.0409,0.0935,0.4431
DJI_20220410133742_0320_T_JPG.rf.6e3c62ab7a470ae121b5d59270f4af8d.jpg,6,-0.0397,-0.1566,0.4706
DJI_20220410133742_0320_T_JPG.rf.6e3c62ab7a470ae121b5d59270f4af8d.jpg,7,-0.0518,0.1848,0.5098
DJI_20220410133745_0321_T_JPG.rf.6b880da21f0301017cb15906fd35f3e6.jpg,1,-0.0056,-0.0253,0.0667
DJI_20220410133745_0321_T_JPG.rf.6b880da21f0301017cb15906fd35f3e6.jpg,2,-0.0228,-0.0174,0.2471
DJI_20220410133745_0321_T_JPG.rf.6b880da21f0301017cb15906fd35f3e6.jpg,3,-0.014,0.0182,0.149
DJI_20220410133745_0321_T_JPG.rf.6b880da21f0301017cb15906fd35f3e6.jpg,4,0.065,0.0177,0.1333
DJI_20220410133745_0321_T_JPG.rf.6b880da21f0301017cb15906fd35f3e6.jpg,5,-0.0344,0.1026,0.3333
DJI_20220410133745_0321_T_JPG.rf.6b880da21f0301017cb15906fd35f3e6.jpg,6,0.0,0.0,0.0
DJI_20220410133745_0321_T_JPG.rf.6b880da21f0301017cb15906fd35f3e6.jpg,7,-0.0305,-0.0894,0.349
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,1,-0.0342,-0.0598,0.3647
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,2,0.0288,-0.0086,0.0588
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,3,-0.026,0.0088,0.2824
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,4,0.0803,0.0064,0.1647
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,5,-0.0972,-0.0681,0.2
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,6,-0.0368,0.0769,0.3569
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,7,0.0591,0.0275,0.1216
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,8,-0.0371,-0.1469,0.4392
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,9,0.0422,-0.0283,0.0863
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,10,-0.051,0.1827,0.502
DJI_20220410133748_0322_T_JPG.rf.703e3354872c8aba6d0e87e7847e8482.jpg,11,0.2091,0.1583,0.4275
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,1,0.109,-0.0545,0.2235
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,2,-0.0367,-0.157,0.4118
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,3,0.1181,-0.0912,0.2431
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,4,-0.0206,-0.0138,0.2157
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,5,0.0726,-0.0081,0.149
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,6,-0.047,0.0564,0.4627
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,7,0.0896,0.0251,0.1843
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,8,-0.0517,0.1536,0.4941
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,9,0.2165,0.146,0.4471
DJI_20220410133751_0323_T_JPG.rf.6888e18d5611da84b80a45e05bca9863.jpg,10,-0.0533,-0.1413,0.5686
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,1,-0.0199,-0.0306,0.1961
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,2,0.1688,-0.0485,0.3451
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,3,-0.0354,0.012,0.3333
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,4,0.2275,0.0211,0.4667
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,5,-0.0485,0.0969,0.4431
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,6,0.2134,0.1023,0.4392
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,7,-0.0459,-0.1568,0.4667
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,8,0.2136,-0.1442,0.4353
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,9,-0.0568,0.186,0.498
DJI_20220410133754_0324_T_JPG.rf.684441fc2d98b447c171514781ef7018.jpg,10,0.2772,0.2168,0.5686
DJI_20220410133757_0325_T_JPG.rf.9b11b34ca7eb2f24a915f43232cd128f.jpg,1,0.1606,-0.0777,0.3294
DJI_20220410133757_0325_T_JPG.rf.9b11b34ca7eb2f24a915f43232cd128f.jpg,2,0.2524,-0.1957,0.5176
DJI_20220410133757_0325_T_JPG.rf.9b11b34ca7eb2f24a915f43232cd128f.jpg,3,-0.0344,-0.0208,0.3333
DJI_20220410133757_0325_T_JPG.rf.9b11b34ca7eb2f24a915f43232cd128f.jpg,4,0.2393,-0.0247,0.4941
DJI_20220410133757_0325_T_JPG.rf.9b11b34ca7eb2f24a915f43232cd128f.jpg,5,-0.0348,0.0407,0.3137
DJI_20220410133757_0325_T_JPG.rf.9b11b34ca7eb2f24a915f43232cd128f.jpg,6,0.2013,0.0585,0.4157
DJI_20220410133757_0325_T_JPG.rf.9b11b34ca7eb2f24a915f43232cd128f.jpg,7,-0.0452,0.1212,0.3804
DJI_20220410133757_0325_T_JPG.rf.9b11b34ca7eb2f24a915f43232cd128f.jpg,8,0.1963,0.1345,0.4078
DJI_20220410133800_0326_T_JPG.rf.9f11e65392aec374d2d0c1ab811705f0.jpg,1,0.2416,-0.0682,0.502
DJI_20220410133800_0326_T_JPG.rf.9f11e65392aec374d2d0c1ab811705f0.jpg,2,0.1463,0.0158,0.3059
DJI_20220410133800_0326_T_JPG.rf.9f11e65392aec374d2d0c1ab811705f0.jpg,3,-0.0545,0.1006,0.4471
DJI_20220410133800_0326_T_JPG.rf.9f11e65392aec374d2d0c1ab811705f0.jpg,4,0.228,0.1121,0.4784
DJI_20220410133800_0326_T_JPG.rf.9f11e65392aec374d2d0c1ab811705f0.jpg,5,0.1392,-0.0948,0.2902
DJI_20220410133800_0326_T_JPG.rf.9f11e65392aec374d2d0c1ab811705f0.jpg,6,-0.0668,0.1923,0.5216
DJI_20220410133800_0326_T_JPG.rf.9f11e65392aec374d2d0c1ab811705f0.jpg,7,0.149,0.1172,0.3137
DJI_20220410133803_0327_T_JPG.rf.258d22c1ca2d171ffbb7a397427d3f90.jpg,1,0.1472,-0.0712,0.3059
DJI_20220410133803_0327_T_JPG.rf.258d22c1ca2d171ffbb7a397427d3f90.jpg,2,0.2302,-0.1817,0.4784
DJI_20220410133803_0327_T_JPG.rf.258d22c1ca2d171ffbb7a397427d3f90.jpg,3,0.1125,-0.0103,0.2353
DJI_20220410133803_0327_T_JPG.rf.258d22c1ca2d171ffbb7a397427d3f90.jpg,4,0.1388,0.0426,0.2902
DJI_20220410133803_0327_T_JPG.rf.258d22c1ca2d171ffbb7a397427d3f90.jpg,5,0.1626,0.1135,0.3412
DJI_20220410133806_0328_T_JPG.rf.63b16de1e3a544faecb358e7de177384.jpg,1,0.1028,-0.0324,0.2157
DJI_20220410133806_0328_T_JPG.rf.63b16de1e3a544faecb358e7de177384.jpg,2,0.1931,0.0145,0.4039
DJI_20220410133806_0328_T_JPG.rf.63b16de1e3a544faecb358e7de177384.jpg,3,0.1655,-0.1165,0.3451
DJI_20220410133806_0328_T_JPG.rf.63b16de1e3a544faecb358e7de177384.jpg,4,0.2,0.0951,0.4196
DJI_20220410133806_0328_T_JPG.rf.63b16de1e3a544faecb358e7de177384.jpg,5,0.2635,0.2074,0.5529
DJI_20220410133809_0329_T_JPG.rf.d2fcdadbd1b0a4b90b4667a556823c68.jpg,1,-0.0536,-0.1733,0.451
DJI_20220410133809_0329_T_JPG.rf.d2fcdadbd1b0a4b90b4667a556823c68.jpg,2,0.2355,-0.1143,0.4941
DJI_20220410133809_0329_T_JPG.rf.d2fcdadbd1b0a4b90b4667a556823c68.jpg,3,0.2475,-0.1949,0.5176
DJI_20220410133809_0329_T_JPG.rf.d2fcdadbd1b0a4b90b4667a556823c68.jpg,4,0.1537,-0.0141,0.3216
DJI_20220410133809_0329_T_JPG.rf.d2fcdadbd1b0a4b90b4667a556823c68.jpg,5,0.2042,0.062,0.4314
DJI_20220410133809_0329_T_JPG.rf.d2fcdadbd1b0a4b90b4667a556823c68.jpg,6,0.2042,0.1442,0.4314
DJI_20220410133809_0329_T_JPG.rf.d2fcdadbd1b0a4b90b4667a556823c68.jpg,7,-0.0106,-0.0214,0.0863
DJI_20220410133812_0330_T_JPG.rf.bd684fc9e5786b3d865e4736cf0f8d4c.jpg,1,-0.0076,-0.0085,0.0588
DJI_20220410133812_0330_T_JPG.rf.bd684fc9e5786b3d865e4736cf0f8d4c.jpg,2,0.1981,-0.0559,0.4157
DJI_20220410133812_0330_T_JPG.rf.bd684fc9e5786b3d865e4736cf0f8d4c.jpg,3,-0.0371,0.0125,0.2863
DJI_20220410133812_0330_T_JPG.rf.bd684fc9e5786b3d865e4736cf0f8d4c.jpg,4,0.1658,0.0202,0.349
DJI_20220410133812_0330_T_JPG.rf.bd684fc9e5786b3d865e4736cf0f8d4c.jpg,5,0.1634,0.0857,0.3451
DJI_20220410133812_0330_T_JPG.rf.bd684fc9e5786b3d865e4736cf0f8d4c.jpg,6,-0.0645,-0.1689,0.5098
DJI_20220410133812_0330_T_JPG.rf.bd684fc9e5786b3d865e4736cf0f8d4c.jpg,7,0.1065,-0.0716,0.2235
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,1,-0.0295,-0.0528,0.2196
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,2,0.169,-0.0809,0.3569
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,3,-0.0554,-0.1536,0.4078
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,4,0.2184,-0.1721,0.4627
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,5,-0.034,-0.012,0.2471
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,6,0.1615,-0.0123,0.3412
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,7,-0.0248,0.0251,0.1725
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,8,0.1562,0.0516,0.3333
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,9,-0.0393,0.0905,0.2706
DJI_20220410133816_0331_T_JPG.rf.c01390ee838b0f21c3f1981ef80d92f8.jpg,10,0.1686,0.1229,0.3608
DJI_20220410133819_0332_T_JPG.rf.e510f86681dc70266916588ff5c697b9.jpg,1,-0.0057,-0.0061,0.0392
