image,panel_id,x,y,z
DJI_20220410132637_0100_T_JPG.rf.b0d8ec0441b16e140f1c811f2e3f4f51.jpg,2,-0.1998,-0.1348,0.6118
DJI_20220410132637_0100_T_JPG.rf.b0d8ec0441b16e140f1c811f2e3f4f51.jpg,3,0.0894,-0.2027,0.5451
DJI_20220410132637_0100_T_JPG.rf.b0d8ec0441b16e140f1c811f2e3f4f51.jpg,4,0.0556,-0.018,0.3294
DJI_20220410132637_0100_T_JPG.rf.b0d8ec0441b16e140f1c811f2e3f4f51.jpg,5,-0.1991,-0.2199,0.6039
DJI_20220410132637_0100_T_JPG.rf.b0d8ec0441b16e140f1c811f2e3f4f51.jpg,6,-0.1042,-0.0124,0.3176
DJI_20220410132637_0100_T_JPG.rf.b0d8ec0441b16e140f1c811f2e3f4f51.jpg,7,0.0469,0.0351,0.2706
DJI_20220410132637_0100_T_JPG.rf.b0d8ec0441b16e140f1c811f2e3f4f51.jpg,8,-0.1792,0.0827,0.5569
DJI_20220410132637_0100_T_JPG.rf.b0d8ec0441b16e140f1c811f2e3f4f51.jpg,9,0.022,0.0398,0.1255
DJI_20220410132637_0100_T_JPG.rf.b0d8ec0441b16e140f1c811f2e3f4f51.jpg,10,-0.1507,0.1544,0.4706
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,1,0.092,-0.0732,0.5451
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,2,-0.1844,-0.0671,0.5647
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,3,0.0263,0.0072,0.1529
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,4,-0.1065,0.0201,0.3294
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,5,0.0326,0.0441,0.1882
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,6,-0.1338,0.1039,0.4157
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,7,0.0305,0.0639,0.1725
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,8,-0.1688,0.201,0.5294
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,9,0.0767,-0.1462,0.4588
DJI_20220410132640_0101_T_JPG.rf.65672f80a826a6458c215aa6cd994bc8.jpg,10,-0.1694,-0.1549,0.5137
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,1,0.0421,-0.0591,0.2471
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,2,-0.1013,-0.0674,0.3059
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,3,0.1026,-0.2324,0.6196
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,4,-0.2111,-0.2318,0.6314
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,5,0.0775,-0.0235,0.4549
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,6,-0.1042,-0.0124,0.3176
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,7,0.0398,0.0307,0.2314
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,8,-0.0888,0.0397,0.2706
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,9,0.0457,0.0825,0.2588
DJI_20220410132643_0102_T_JPG.rf.3e627be20db87708387e133c36b52c40.jpg,10,-0.1725,0.1742,0.5333
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,1,0.0933,-0.0755,0.5686
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,2,-0.1775,-0.0658,0.5333
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,3,0.0615,0.0165,0.3647
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,4,-0.1267,0.0246,0.3843
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,5,0.0411,0.0561,0.2392
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,6,-0.1236,0.0939,0.3804
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,7,0.081,0.1721,0.4627
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,8,-0.1772,0.2078,0.5451
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,9,0.0535,-0.1055,0.3294
DJI_20220410132646_0103_T_JPG.rf.13d3a7d5a102f50c4da86be085e64492.jpg,10,-0.1534,-0.1391,0.4588
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,1,0.0303,-0.027,0.1961
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,2,-0.1363,-0.0492,0.4039
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,3,0.0418,0.0123,0.2549
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,4,-0.1338,0.025,0.4
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,5,0.0479,0.0675,0.2863
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,6,-0.1175,0.0871,0.3529
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,7,0.0946,0.2077,0.5608
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,8,-0.1858,0.2129,0.5608
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,9,0.0895,-0.1924,0.6157
DJI_20220410132652_0105_T_JPG.rf.a31820e10c3f81a6d55232850809d9c9.jpg,10,-0.1011,-0.0899,0.298
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,1,0.0332,-0.0297,0.2235
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,2,-0.1635,-0.0543,0.4824
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,3,0.0376,0.0125,0.2431
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,4,-0.1165,0.0243,0.3451
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,5,0.0557,0.0833,0.3529
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,6,-0.1075,0.0819,0.3216
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,7,0.0854,0.1946,0.5255
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,8,-0.2284,0.2606,0.6863
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,9,0.0896,-0.1939,0.6235
DJI_20220410132658_0107_T_JPG.rf.6aadc42713561fe4fda837356bbbefb0.jpg,10,-0.1583,-0.1359,0.4627
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,1,0.0357,-0.0553,0.251
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,2,-0.0966,-0.0578,0.2824
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,3,0.0881,-0.0216,0.6
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,4,0.0843,-0.2275,0.6275
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,5,-0.1509,-0.0083,0.4431
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,6,-0.176,-0.1808,0.5098
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,7,0.0871,0.08,0.5686
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,8,-0.1133,0.0543,0.3373
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,9,0.09,0.1835,0.5647
DJI_20220410132701_0108_T_JPG.rf.dfa77265efcd7c25101b4a3ef71f51a8.jpg,10,-0.1298,0.1298,0.3882
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,1,0.0747,-0.068,0.5373
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,2,-0.1375,-0.0456,0.4
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,3,0.0735,0.0285,0.5059
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,4,-0.1042,0.0201,0.3059
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,5,0.0582,0.0879,0.3725
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,6,-0.1125,0.0839,0.3333
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,7,0.095,0.2198,0.5961
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,8,-0.1317,0.1495,0.3922
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,9,0.0754,-0.1726,0.5608
DJI_20220410132704_0109_T_JPG.rf.03eb4f6843f26d8ca53f34386f311479.jpg,10,-0.1341,-0.114,0.3882
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,1,0.0688,-0.1174,0.5647
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,2,-0.0752,-0.0425,0.2157
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,3,0.0705,-0.0148,0.5569
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,4,-0.0943,-0.0042,0.2706
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,5,0.0648,-0.1989,0.5608
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,6,-0.1944,-0.1935,0.5529
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,7,0.0306,0.0348,0.2275
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,8,-0.0952,0.0459,0.2745
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,9,0.0793,0.1865,0.5765
DJI_20220410132714_0112_T_JPG.rf.b6351a0140da97c3210e5a29920e826c.jpg,10,-0.1639,0.1601,0.4745
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,1,0.0526,-0.0547,0.4549
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,2,-0.1158,-0.0365,0.3294
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,3,0.0279,0.0129,0.2235
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,4,-0.1057,0.0212,0.302
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,5,0.0381,0.0698,0.2902
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,6,-0.102,0.074,0.2941
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,7,0.0701,0.1896,0.5098
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,8,-0.1652,0.1839,0.4784
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,9,0.0269,-0.0714,0.2392
DJI_20220410132717_0113_T_JPG.rf.eb65d4452120055f10614b7ac869bc9e.jpg,10,-0.1227,-0.0998,0.349
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,1,0.1319,-0.0906,0.4
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,2,-0.0562,-0.0657,0.2902
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,3,-0.1033,-0.1975,0.5333
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,4,0.1776,-0.2004,0.5412
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,5,-0.0383,-0.0086,0.1961
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,6,0.0875,-0.0112,0.2667
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,7,-0.0585,0.041,0.302
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,8,0.096,0.04,0.2941
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,9,0.1733,0.1667,0.5333
DJI_20220410132734_0119_T_JPG.rf.f85cce8db934185a93a5e08e7d9434bd.jpg,10,-0.0934,0.1532,0.4902
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,1,0.1313,-0.0567,0.4078
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,2,-0.0981,-0.0677,0.498
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,3,-0.0463,0.0099,0.2353
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,4,0.0934,0.0131,0.2902
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,5,-0.08,0.0894,0.4
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,6,0.1224,0.085,0.3804
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,7,-0.1161,0.2095,0.5804
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,8,0.1825,0.2084,0.5725
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,9,0.0457,-0.045,0.1412
DJI_20220410132737_0120_T_JPG.rf.c169a51bb6e5ceef1d55c7949155de0e.jpg,10,-0.1042,-0.1692,0.5333
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,1,0.0454,-0.0335,0.1412
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,2,-0.0918,-0.1092,0.4627
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,3,-0.1012,-0.1904,0.5098
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,4,0.1558,-0.1816,0.4863
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,5,-0.0638,-0.0186,0.3216
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,6,0.0858,-0.0146,0.2667
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,7,-0.0737,0.0455,0.3686
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,8,0.0921,0.0371,0.2863
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,9,-0.0818,0.126,0.4157
DJI_20220410132740_0121_T_JPG.rf.bf79c251198541b1bdab002ed77f5337.jpg,10,0.125,0.1207,0.3922
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,1,0.175,-0.0803,0.5412
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,2,-0.0342,-0.0253,0.1725
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,3,-0.0761,0.0137,0.3804
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,4,0.1237,0.015,0.3843
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,5,-0.0654,0.0721,0.3294
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,6,0.1131,0.0794,0.3529
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,7,-0.063,-0.1057,0.3176
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,8,0.0543,-0.0551,0.1686
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,9,-0.117,0.2131,0.5804
DJI_20220410132743_0122_T_JPG.rf.bac1709e15fe7cb3e7f0728c4602cf00.jpg,10,0.1843,0.2129,0.5725
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,1,-0.0526,-0.0619,0.2588
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,2,0.1331,-0.0981,0.4157
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,3,-0.0981,-0.1868,0.498
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,4,0.1754,-0.2065,0.5529
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,5,0.2154,-0.0405,0.6824
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,6,-0.0659,-0.019,0.3294
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,7,-0.0506,0.0335,0.2549
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,8,0.1212,0.0505,0.3804
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,9,-0.0797,0.1213,0.3922
DJI_20220410132746_0123_T_JPG.rf.680cb7b3bfc256b311a6aab074d09df9.jpg,10,0.1791,0.1756,0.5647
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,1,0.0958,-0.0722,0.302
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,2,-0.0868,-0.1623,0.4275
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,3,0.1601,-0.1896,0.5098
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,4,-0.0629,-0.0179,0.3098
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,5,0.1392,-0.0256,0.4431
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,6,0.1601,0.0629,0.5098
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,7,-0.0259,0.0157,0.1255
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,8,-0.0803,0.1201,0.3922
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,9,0.1544,0.1529,0.4941
DJI_20220410132752_0125_T_JPG.rf.46d77602b2c0db3d826236afd4e05dc7.jpg,10,-0.0289,-0.0346,0.1412
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,1,-0.0194,-0.0146,0.0941
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,2,0.156,-0.0733,0.4941
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,3,-0.0465,0.0059,0.2235
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,4,0.1108,0.0121,0.3529
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,5,-0.0825,0.085,0.4
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,6,0.1404,0.0971,0.4471
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,7,-0.0335,-0.0548,0.1647
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,8,0.2008,-0.2107,0.6392
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,9,0.1817,0.2127,0.5843
DJI_20220410132755_0126_T_JPG.rf.e3b719f5de9f54e7eb3d2c46319c000c.jpg,10,-0.0838,0.1456,0.4
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,1,0.1448,-0.1735,0.4588
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,2,-0.0624,-0.1171,0.3098
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,3,-0.0367,-0.0121,0.1765
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,4,0.1133,-0.022,0.3608
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,5,-0.1149,0.0644,0.5569
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,6,0.1409,0.0536,0.451
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,7,-0.0723,0.1041,0.3451
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,8,0.1395,0.1374,0.451
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,9,-0.0963,-0.1176,0.4706
DJI_20220410132758_0127_T_JPG.rf.1a3aa6fc3e67ea4e08923fd17bc64808.jpg,10,0.1096,-0.0873,0.349
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,1,-0.0424,-0.0777,0.2039
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,2,0.1749,-0.2114,0.5569
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,3,-0.0838,-0.0269,0.4
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,4,0.1042,-0.0208,0.3333
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,5,-0.1141,0.0643,0.549
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,6,0.1463,0.0566,0.4706
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,7,-0.08,0.1135,0.3765
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,8,0.114,0.1123,0.3686
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,9,-0.0825,-0.1006,0.4
DJI_20220410132804_0129_T_JPG.rf.2c41a3319871ad55095e5647a0474d06.jpg,10,0.0748,-0.0591,0.2392
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,1,-0.0574,-0.0626,0.2784
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,2,0.1238,-0.0864,0.3922
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,3,-0.1306,-0.2372,0.6431
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,4,0.1597,-0.1886,0.5137
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,5,-0.1158,-0.0242,0.5529
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,6,0.1201,-0.0132,0.3843
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,7,0.1581,0.0763,0.5137
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,8,-0.0935,0.0665,0.4431
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,9,-0.096,0.1507,0.4549
DJI_20220410132807_0130_T_JPG.rf.ffb6df5cdb2f37fe18b7e1a2dc40adc6.jpg,10,0.1146,0.1233,0.3686
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,1,0.1373,-0.1688,0.4392
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,2,-0.0993,-0.0353,0.4706
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,3,0.1189,-0.0262,0.3804
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,4,-0.0885,0.0485,0.4196
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,5,0.0893,0.0349,0.2902
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,6,-0.0917,0.1281,0.4314
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,7,0.0937,0.0922,0.3059
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,8,-0.1051,-0.1968,0.5059
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,9,-0.0592,-0.0722,0.2784
DJI_20220410132810_0131_T_JPG.rf.7066a87dec5fc9b443f1873047fe262c.jpg,10,0.1269,-0.1035,0.4039
DJI_20220410132816_0133_T_JPG.rf.2f9f7f0d0d8009926d6d7d13cd3e343d.jpg,1,0.1343,-0.1703,0.4431
DJI_20220410132816_0133_T_JPG.rf.2f9f7f0d0d8009926d6d7d13cd3e343d.jpg,2,-0.0926,-0.0318,0.4235
DJI_20220410132816_0133_T_JPG.rf.2f9f7f0d0d8009926d6d7d13cd3e343d.jpg,3,0.0661,-0.0145,0.2157
